Paper,Table,Time,Experiment,Culture,Species,Individuals,Treatment
Gause_1934_book_app,5,20,2,1,Paramecium aurelia,,Mixture P. aurelia
Gause_1934_book_app,5,21,2,1,Paramecium aurelia,,Mixture P. aurelia
Gause_1934_book_app,5,22,2,1,Paramecium aurelia,,Mixture P. aurelia
Gause_1934_book_app,5,23,2,1,Paramecium aurelia,,Mixture P. aurelia
Gause_1934_book_app,5,24,2,1,Paramecium aurelia,,Mixture P. aurelia
Gause_1934_book_app,5,25,2,1,Paramecium aurelia,,Mixture P. aurelia
Gause_1934_book_app,5,0,2,2,Paramecium aurelia,2,Mixture P. aurelia
Gause_1934_book_app,5,2,2,2,Paramecium aurelia,15,Mixture P. aurelia
Gause_1934_book_app,5,3,2,2,Paramecium aurelia,41,Mixture P. aurelia
Gause_1934_book_app,5,4,2,2,Paramecium aurelia,50,Mixture P. aurelia
Gause_1934_book_app,5,5,2,2,Paramecium aurelia,120,Mixture P. aurelia
Gause_1934_book_app,5,6,2,2,Paramecium aurelia,270,Mixture P. aurelia
Gause_1934_book_app,5,7,2,2,Paramecium aurelia,275,Mixture P. aurelia
Gause_1934_book_app,5,8,2,2,Paramecium aurelia,316,Mixture P. aurelia
Gause_1934_book_app,5,9,2,2,Paramecium aurelia,440,Mixture P. aurelia
Gause_1934_book_app,5,10,2,2,Paramecium aurelia,410,Mixture P. aurelia
Gause_1934_book_app,5,11,2,2,Paramecium aurelia,455,Mixture P. aurelia
Gause_1934_book_app,5,12,2,2,Paramecium aurelia,460,Mixture P. aurelia
Gause_1934_book_app,5,13,2,2,Paramecium aurelia,475,Mixture P. aurelia
Gause_1934_book_app,5,14,2,2,Paramecium aurelia,430,Mixture P. aurelia
Gause_1934_book_app,5,15,2,2,Paramecium aurelia,410,Mixture P. aurelia
Gause_1934_book_app,5,16,2,2,Paramecium aurelia,385,Mixture P. aurelia
Gause_1934_book_app,5,17,2,2,Paramecium aurelia,420,Mixture P. aurelia
Gause_1934_book_app,5,18,2,2,Paramecium aurelia,440,Mixture P. aurelia
Gause_1934_book_app,5,19,2,2,Paramecium aurelia,395,Mixture P. aurelia
Gause_1934_book_app,5,20,2,2,Paramecium aurelia,,Mixture P. aurelia
Gause_1934_book_app,5,21,2,2,Paramecium aurelia,,Mixture P. aurelia
Gause_1934_book_app,5,22,2,2,Paramecium aurelia,,Mixture P. aurelia
Gause_1934_book_app,5,23,2,2,Paramecium aurelia,,Mixture P. aurelia
Gause_1934_book_app,5,24,2,2,Paramecium aurelia,,Mixture P. aurelia
Gause_1934_book_app,5,25,2,2,Paramecium aurelia,,Mixture P. aurelia
Gause_1934_book_app,5,0,2,3,Paramecium aurelia,2,Mixture P. aurelia
Gause_1934_book_app,5,2,2,3,Paramecium aurelia,19,Mixture P. aurelia
Gause_1934_book_app,5,3,2,3,Paramecium aurelia,39,Mixture P. aurelia
Gause_1934_book_app,5,4,2,3,Paramecium aurelia,54,Mixture P. aurelia
Gause_1934_book_app,5,5,2,3,Paramecium aurelia,150,Mixture P. aurelia
Gause_1934_book_app,5,6,2,3,Paramecium aurelia,264,Mixture P. aurelia
Gause_1934_book_app,5,7,2,3,Paramecium aurelia,260,Mixture P. aurelia
Gause_1934_book_app,5,8,2,3,Paramecium aurelia,332,Mixture P. aurelia
Gause_1934_book_app,5,9,2,3,Paramecium aurelia,450,Mixture P. aurelia
Gause_1934_book_app,5,10,2,3,Paramecium aurelia,450,Mixture P. aurelia
Gause_1934_book_app,5,11,2,3,Paramecium aurelia,493,Mixture P. aurelia
Gause_1934_book_app,5,12,2,3,Paramecium aurelia,470,Mixture P. aurelia
Gause_1934_book_app,5,13,2,3,Paramecium aurelia,375,Mixture P. aurelia
Gause_1934_book_app,5,14,2,3,Paramecium aurelia,405,Mixture P. aurelia
Gause_1934_book_app,5,15,2,3,Paramecium aurelia,350,Mixture P. aurelia
Gause_1934_book_app,5,16,2,3,Paramecium aurelia,415,Mixture P. aurelia
Gause_1934_book_app,5,17,2,3,Paramecium aurelia,400,Mixture P. aurelia
Gause_1934_book_app,5,18,2,3,Paramecium aurelia,440,Mixture P. aurelia
Gause_1934_book_app,5,19,2,3,Paramecium aurelia,395,Mixture P. aurelia
Gause_1934_book_app,5,20,2,3,Paramecium aurelia,,Mixture P. aurelia
Gause_1934_book_app,5,21,2,3,Paramecium aurelia,,Mixture P. aurelia
Gause_1934_book_app,5,22,2,3,Paramecium aurelia,,Mixture P. aurelia
Gause_1934_book_app,5,23,2,3,Paramecium aurelia,,Mixture P. aurelia
Gause_1934_book_app,5,24,2,3,Paramecium aurelia,,Mixture P. aurelia
Gause_1934_book_app,5,25,2,3,Paramecium aurelia,,Mixture P. aurelia
Gause_1934_book_app,5,0,2,Mean,Paramecium aurelia,2,Mixture P. aurelia
Gause_1934_book_app,5,2,2,Mean,Paramecium aurelia,14,Mixture P. aurelia
Gause_1934_book_app,5,3,2,Mean,Paramecium aurelia,31,Mixture P. aurelia
Gause_1934_book_app,5,4,2,Mean,Paramecium aurelia,49,Mixture P. aurelia
Gause_1934_book_app,5,5,2,Mean,Paramecium aurelia,114,Mixture P. aurelia
Gause_1934_book_app,5,6,2,Mean,Paramecium aurelia,238,Mixture P. aurelia
Gause_1934_book_app,5,7,2,Mean,Paramecium aurelia,261,Mixture P. aurelia
Gause_1934_book_app,5,8,2,Mean,Paramecium aurelia,349,Mixture P. aurelia
Gause_1934_book_app,5,9,2,Mean,Paramecium aurelia,420,Mixture P. aurelia
Gause_1934_book_app,5,10,2,Mean,Paramecium aurelia,435,Mixture P. aurelia
Gause_1934_book_app,5,11,2,Mean,Paramecium aurelia,490,Mixture P. aurelia
Gause_1934_book_app,5,12,2,Mean,Paramecium aurelia,478,Mixture P. aurelia
Gause_1934_book_app,5,13,2,Mean,Paramecium aurelia,467,Mixture P. aurelia
Gause_1934_book_app,5,14,2,Mean,Paramecium aurelia,408,Mixture P. aurelia
Gause_1934_book_app,5,15,2,Mean,Paramecium aurelia,432,Mixture P. aurelia
Gause_1934_book_app,5,16,2,Mean,Paramecium aurelia,435,Mixture P. aurelia
Gause_1934_book_app,5,17,2,Mean,Paramecium aurelia,475,Mixture P. aurelia
Gause_1934_book_app,5,18,2,Mean,Paramecium aurelia,427,Mixture P. aurelia
Gause_1934_book_app,5,19,2,Mean,Paramecium aurelia,447,Mixture P. aurelia
Gause_1934_book_app,5,20,2,Mean,Paramecium aurelia,360,Mixture P. aurelia
Gause_1934_book_app,5,21,2,Mean,Paramecium aurelia,475,Mixture P. aurelia
Gause_1934_book_app,5,22,2,Mean,Paramecium aurelia,500,Mixture P. aurelia
Gause_1934_book_app,5,23,2,Mean,Paramecium aurelia,450,Mixture P. aurelia
Gause_1934_book_app,5,24,2,Mean,Paramecium aurelia,470,Mixture P. aurelia
Gause_1934_book_app,5,25,2,Mean,Paramecium aurelia,470,Mixture P. aurelia
Gause_1934_book_app,5,0,3,1,Stylonychia pustulata,2,Mixture P. caudatum
Gause_1934_book_app,5,2,3,1,Stylonychia pustulata,12,Mixture P. caudatum
Gause_1934_book_app,5,3,3,1,Stylonychia pustulata,56,Mixture P. caudatum
Gause_1934_book_app,5,4,3,1,Stylonychia pustulata,76,Mixture P. caudatum
Gause_1934_book_app,5,5,3,1,Stylonychia pustulata,54,Mixture P. caudatum
Gause_1934_book_app,5,6,3,1,Stylonychia pustulata,48,Mixture P. caudatum
Gause_1934_book_app,5,7,3,1,Stylonychia pustulata,30,Mixture P. caudatum
Gause_1934_book_app,5,8,3,1,Stylonychia pustulata,40,Mixture P. caudatum
Gause_1934_book_app,5,9,3,1,Stylonychia pustulata,24,Mixture P. caudatum
Gause_1934_book_app,5,10,3,1,Stylonychia pustulata,30,Mixture P. caudatum
Gause_1934_book_app,5,11,3,1,Stylonychia pustulata,30,Mixture P. caudatum
Gause_1934_book_app,5,12,3,1,Stylonychia pustulata,51,Mixture P. caudatum
Gause_1934_book_app,5,13,3,1,Stylonychia pustulata,33,Mixture P. caudatum
Gause_1934_book_app,5,14,3,1,Stylonychia pustulata,36,Mixture P. caudatum
Gause_1934_book_app,5,15,3,1,Stylonychia pustulata,24,Mixture P. caudatum
Gause_1934_book_app,5,16,3,1,Stylonychia pustulata,24,Mixture P. caudatum
Gause_1934_book_app,5,17,3,1,Stylonychia pustulata,6,Mixture P. caudatum
Gause_1934_book_app,5,18,3,1,Stylonychia pustulata,9,Mixture P. caudatum
Gause_1934_book_app,5,19,3,1,Stylonychia pustulata,18,Mixture P. caudatum
Gause_1934_book_app,5,20,3,1,Stylonychia pustulata,,Mixture P. caudatum
Gause_1934_book_app,5,21,3,1,Stylonychia pustulata,,Mixture P. caudatum
Gause_1934_book_app,5,22,3,1,Stylonychia pustulata,,Mixture P. caudatum
Gause_1934_book_app,5,23,3,1,Stylonychia pustulata,,Mixture P. caudatum
Gause_1934_book_app,5,24,3,1,Stylonychia pustulata,,Mixture P. caudatum
Gause_1934_book_app,5,25,3,1,Stylonychia pustulata,,Mixture P. caudatum
Gause_1934_book_app,5,0,3,2,Stylonychia pustulata,2,Mixture P. caudatum
Gause_1934_book_app,5,2,3,2,Stylonychia pustulata,11,Mixture P. caudatum
Gause_1934_book_app,5,3,3,2,Stylonychia pustulata,49,Mixture P. caudatum
Gause_1934_book_app,5,4,3,2,Stylonychia pustulata,60,Mixture P. caudatum
Gause_1934_book_app,5,5,3,2,Stylonychia pustulata,66,Mixture P. caudatum
Gause_1934_book_app,5,6,3,2,Stylonychia pustulata,32,Mixture P. caudatum
Gause_1934_book_app,5,7,3,2,Stylonychia pustulata,38,Mixture P. caudatum
Gause_1934_book_app,5,8,3,2,Stylonychia pustulata,36,Mixture P. caudatum
Gause_1934_book_app,5,9,3,2,Stylonychia pustulata,36,Mixture P. caudatum
Gause_1934_book_app,5,10,3,2,Stylonychia pustulata,36,Mixture P. caudatum
Gause_1934_book_app,5,11,3,2,Stylonychia pustulata,33,Mixture P. caudatum
Gause_1934_book_app,5,12,3,2,Stylonychia pustulata,42,Mixture P. caudatum
Gause_1934_book_app,5,13,3,2,Stylonychia pustulata,33,Mixture P. caudatum
Gause_1934_book_app,5,14,3,2,Stylonychia pustulata,39,Mixture P. caudatum
Gause_1934_book_app,5,15,3,2,Stylonychia pustulata,21,Mixture P. caudatum
Gause_1934_book_app,5,16,3,2,Stylonychia pustulata,15,Mixture P. caudatum
Gause_1934_book_app,5,17,3,2,Stylonychia pustulata,30,Mixture P. caudatum
Gause_1934_book_app,5,18,3,2,Stylonychia pustulata,6,Mixture P. caudatum
Gause_1934_book_app,5,19,3,2,Stylonychia pustulata,30,Mixture P. caudatum
Gause_1934_book_app,5,20,3,2,Stylonychia pustulata,,Mixture P. caudatum
Gause_1934_book_app,5,21,3,2,Stylonychia pustulata,,Mixture P. caudatum
Gause_1934_book_app,5,22,3,2,Stylonychia pustulata,,Mixture P. caudatum
Gause_1934_book_app,5,23,3,2,Stylonychia pustulata,,Mixture P. caudatum
Gause_1934_book_app,5,24,3,2,Stylonychia pustulata,,Mixture P. caudatum
Gause_1934_book_app,5,25,3,2,Stylonychia pustulata,,Mixture P. caudatum
Gause_1934_book_app,5,0,3,3,Stylonychia pustulata,2,Mixture P. caudatum
Gause_1934_book_app,5,2,3,3,Stylonychia pustulata,14,Mixture P. caudatum
Gause_1934_book_app,5,3,3,3,Stylonychia pustulata,42,Mixture P. caudatum
Gause_1934_book_app,5,4,3,3,Stylonychia pustulata,34,Mixture P. caudatum
Gause_1934_book_app,5,5,3,3,Stylonychia pustulata,94,Mixture P. caudatum
Gause_1934_book_app,5,6,3,3,Stylonychia pustulata,70,Mixture P. caudatum
Gause_1934_book_app,5,7,3,3,Stylonychia pustulata,60,Mixture P. caudatum
Gause_1934_book_app,5,8,3,3,Stylonychia pustulata,40,Mixture P. caudatum
Gause_1934_book_app,5,9,3,3,Stylonychia pustulata,52,Mixture P. caudatum
Gause_1934_book_app,5,10,3,3,Stylonychia pustulata,30,Mixture P. caudatum
Gause_1934_book_app,5,11,3,3,Stylonychia pustulata,24,Mixture P. caudatum
Gause_1934_book_app,5,12,3,3,Stylonychia pustulata,30,Mixture P. caudatum
Gause_1934_book_app,5,13,3,3,Stylonychia pustulata,36,Mixture P. caudatum
Gause_1934_book_app,5,14,3,3,Stylonychia pustulata,18,Mixture P. caudatum
Gause_1934_book_app,5,15,3,3,Stylonychia pustulata,18,Mixture P. caudatum
Gause_1934_book_app,5,16,3,3,Stylonychia pustulata,15,Mixture P. caudatum
Gause_1934_book_app,5,17,3,3,Stylonychia pustulata,15,Mixture P. caudatum
Gause_1934_book_app,5,18,3,3,Stylonychia pustulata,9,Mixture P. caudatum
Gause_1934_book_app,5,19,3,3,Stylonychia pustulata,0,Mixture P. caudatum
Gause_1934_book_app,5,20,3,3,Stylonychia pustulata,,Mixture P. caudatum
Gause_1934_book_app,5,21,3,3,Stylonychia pustulata,,Mixture P. caudatum
Gause_1934_book_app,5,22,3,3,Stylonychia pustulata,,Mixture P. caudatum
Gause_1934_book_app,5,23,3,3,Stylonychia pustulata,,Mixture P. caudatum
Gause_1934_book_app,5,24,3,3,Stylonychia pustulata,,Mixture P. caudatum
Gause_1934_book_app,5,25,3,3,Stylonychia pustulata,,Mixture P. caudatum
Gause_1934_book_app,5,0,3,Mean,Stylonychia pustulata,2,Mixture P. caudatum
Gause_1934_book_app,5,2,3,Mean,Stylonychia pustulata,12,Mixture P. caudatum
Gause_1934_book_app,5,3,3,Mean,Stylonychia pustulata,49,Mixture P. caudatum
Gause_1934_book_app,5,4,3,Mean,Stylonychia pustulata,57,Mixture P. caudatum
Gause_1934_book_app,5,5,3,Mean,Stylonychia pustulata,71,Mixture P. caudatum
Gause_1934_book_app,5,6,3,Mean,Stylonychia pustulata,50,Mixture P. caudatum
Gause_1934_book_app,5,7,3,Mean,Stylonychia pustulata,43,Mixture P. caudatum
Gause_1934_book_app,5,8,3,Mean,Stylonychia pustulata,39,Mixture P. caudatum
Gause_1934_book_app,5,9,3,Mean,Stylonychia pustulata,37,Mixture P. caudatum
Gause_1934_book_app,5,10,3,Mean,Stylonychia pustulata,41,Mixture P. caudatum
Gause_1934_book_app,5,11,3,Mean,Stylonychia pustulata,29,Mixture P. caudatum
Gause_1934_book_app,5,12,3,Mean,Stylonychia pustulata,41,Mixture P. caudatum
Gause_1934_book_app,5,13,3,Mean,Stylonychia pustulata,34,Mixture P. caudatum
Gause_1934_book_app,5,14,3,Mean,Stylonychia pustulata,31,Mixture P. caudatum
Gause_1934_book_app,5,15,3,Mean,Stylonychia pustulata,21,Mixture P. caudatum
Gause_1934_book_app,5,16,3,Mean,Stylonychia pustulata,18,Mixture P. caudatum
Gause_1934_book_app,5,17,3,Mean,Stylonychia pustulata,17,Mixture P. caudatum
Gause_1934_book_app,5,18,3,Mean,Stylonychia pustulata,8,Mixture P. caudatum
Gause_1934_book_app,5,19,3,Mean,Stylonychia pustulata,16,Mixture P. caudatum
Gause_1934_book_app,5,20,3,Mean,Stylonychia pustulata,6,Mixture P. caudatum
Gause_1934_book_app,5,21,3,Mean,Stylonychia pustulata,12,Mixture P. caudatum
Gause_1934_book_app,5,22,3,Mean,Stylonychia pustulata,15,Mixture P. caudatum
Gause_1934_book_app,5,23,3,Mean,Stylonychia pustulata,9,Mixture P. caudatum
Gause_1934_book_app,5,24,3,Mean,Stylonychia pustulata,12,Mixture P. caudatum
Gause_1934_book_app,5,25,3,Mean,Stylonychia pustulata,3,Mixture P. caudatum
Gause_1934_book_app,5,0,3,1,Paramecium caudatum,2,Mixture P. caudatum
Gause_1934_book_app,5,2,3,1,Paramecium caudatum,7,Mixture P. caudatum
Gause_1934_book_app,5,3,3,1,Paramecium caudatum,13,Mixture P. caudatum
Gause_1934_book_app,5,4,3,1,Paramecium caudatum,30,Mixture P. caudatum
Gause_1934_book_app,5,5,3,1,Paramecium caudatum,44,Mixture P. caudatum
Gause_1934_book_app,5,6,3,1,Paramecium caudatum,50,Mixture P. caudatum
Gause_1934_book_app,5,7,3,1,Paramecium caudatum,102,Mixture P. caudatum
Gause_1934_book_app,5,8,3,1,Paramecium caudatum,120,Mixture P. caudatum
Gause_1934_book_app,5,9,3,1,Paramecium caudatum,118,Mixture P. caudatum
Gause_1934_book_app,5,10,3,1,Paramecium caudatum,171,Mixture P. caudatum
Gause_1934_book_app,5,11,3,1,Paramecium caudatum,120,Mixture P. caudatum
Gause_1934_book_app,5,12,3,1,Paramecium caudatum,131,Mixture P. caudatum
Gause_1934_book_app,5,13,3,1,Paramecium caudatum,115,Mixture P. caudatum
Gause_1934_book_app,5,14,3,1,Paramecium caudatum,165,Mixture P. caudatum
Gause_1934_book_app,5,15,3,1,Paramecium caudatum,174,Mixture P. caudatum
Gause_1934_book_app,5,16,3,1,Paramecium caudatum,200,Mixture P. caudatum
Gause_1934_book_app,5,17,3,1,Paramecium caudatum,150,Mixture P. caudatum
Gause_1934_book_app,5,18,3,1,Paramecium caudatum,174,Mixture P. caudatum
Gause_1934_book_app,5,19,3,1,Paramecium caudatum,180,Mixture P. caudatum
Gause_1934_book_app,5,20,3,1,Paramecium caudatum,,Mixture P. caudatum
Gause_1934_book_app,5,21,3,1,Paramecium caudatum,,Mixture P. caudatum
Gause_1934_book_app,5,22,3,1,Paramecium caudatum,,Mixture P. caudatum
Gause_1934_book_app,5,23,3,1,Paramecium caudatum,,Mixture P. caudatum
Gause_1934_book_app,5,24,3,1,Paramecium caudatum,,Mixture P. caudatum
Gause_1934_book_app,5,25,3,1,Paramecium caudatum,,Mixture P. caudatum
Gause_1934_book_app,5,0,3,2,Paramecium caudatum,2,Mixture P. caudatum
Gause_1934_book_app,5,2,3,2,Paramecium caudatum,7,Mixture P. caudatum
Gause_1934_book_app,5,3,3,2,Paramecium caudatum,17,Mixture P. caudatum
Gause_1934_book_app,5,4,3,2,Paramecium caudatum,22,Mixture P. caudatum
Gause_1934_book_app,5,5,3,2,Paramecium caudatum,40,Mixture P. caudatum
Gause_1934_book_app,5,6,3,2,Paramecium caudatum,80,Mixture P. caudatum
Gause_1934_book_app,5,7,3,2,Paramecium caudatum,105,Mixture P. caudatum
Gause_1934_book_app,5,8,3,2,Paramecium caudatum,108,Mixture P. caudatum
Gause_1934_book_app,5,9,3,2,Paramecium caudatum,90,Mixture P. caudatum
Gause_1934_book_app,5,10,3,2,Paramecium caudatum,118,Mixture P. caudatum
Gause_1934_book_app,5,11,3,2,Paramecium caudatum,130,Mixture P. caudatum
Gause_1934_book_app,5,12,3,2,Paramecium caudatum,117,Mixture P. caudatum
Gause_1934_book_app,5,13,3,2,Paramecium caudatum,102,Mixture P. caudatum
Gause_1934_book_app,5,14,3,2,Paramecium caudatum,110,Mixture P. caudatum
Gause_1934_book_app,5,15,3,2,Paramecium caudatum,132,Mixture P. caudatum
Gause_1934_book_app,5,16,3,2,Paramecium caudatum,111,Mixture P. caudatum
Gause_1934_book_app,5,17,3,2,Paramecium caudatum,110,Mixture P. caudatum
Gause_1934_book_app,5,18,3,2,Paramecium caudatum,141,Mixture P. caudatum
Gause_1934_book_app,5,19,3,2,Paramecium caudatum,150,Mixture P. caudatum
Gause_1934_book_app,5,20,3,2,Paramecium caudatum,,Mixture P. caudatum
Gause_1934_book_app,5,21,3,2,Paramecium caudatum,,Mixture P. caudatum
Gause_1934_book_app,5,22,3,2,Paramecium caudatum,,Mixture P. caudatum
Gause_1934_book_app,5,23,3,2,Paramecium caudatum,,Mixture P. caudatum
Gause_1934_book_app,5,24,3,2,Paramecium caudatum,,Mixture P. caudatum
Gause_1934_book_app,5,25,3,2,Paramecium caudatum,,Mixture P. caudatum
Gause_1934_book_app,5,0,3,3,Paramecium caudatum,2,Mixture P. caudatum
Gause_1934_book_app,5,2,3,3,Paramecium caudatum,4,Mixture P. caudatum
Gause_1934_book_app,5,3,3,3,Paramecium caudatum,8,Mixture P. caudatum
Gause_1934_book_app,5,4,3,3,Paramecium caudatum,28,Mixture P. caudatum
Gause_1934_book_app,5,5,3,3,Paramecium caudatum,46,Mixture P. caudatum
Gause_1934_book_app,5,6,3,3,Paramecium caudatum,60,Mixture P. caudatum
Gause_1934_book_app,5,7,3,3,Paramecium caudatum,102,Mixture P. caudatum
Gause_1934_book_app,5,8,3,3,Paramecium caudatum,128,Mixture P. caudatum
Gause_1934_book_app,5,9,3,3,Paramecium caudatum,108,Mixture P. caudatum
Gause_1934_book_app,5,10,3,3,Paramecium caudatum,135,Mixture P. caudatum
Gause_1934_book_app,5,11,3,3,Paramecium caudatum,160,Mixture P. caudatum
Gause_1934_book_app,5,12,3,3,Paramecium caudatum,150,Mixture P. caudatum
Gause_1934_book_app,5,13,3,3,Paramecium caudatum,108,Mixture P. caudatum
Gause_1934_book_app,5,14,3,3,Paramecium caudatum,100,Mixture P. caudatum
Gause_1934_book_app,5,15,3,3,Paramecium caudatum,147,Mixture P. caudatum
Gause_1934_book_app,5,16,3,3,Paramecium caudatum,153,Mixture P. caudatum
Gause_1934_book_app,5,17,3,3,Paramecium caudatum,120,Mixture P. caudatum
Gause_1934_book_app,5,18,3,3,Paramecium caudatum,126,Mixture P. caudatum
Gause_1934_book_app,5,19,3,3,Paramecium caudatum,108,Mixture P. caudatum
Gause_1934_book_app,5,20,3,3,Paramecium caudatum,,Mixture P. caudatum
Gause_1934_book_app,5,21,3,3,Paramecium caudatum,,Mixture P. caudatum
Gause_1934_book_app,5,22,3,3,Paramecium caudatum,,Mixture P. caudatum
Gause_1934_book_app,5,23,3,3,Paramecium caudatum,,Mixture P. caudatum
Gause_1934_book_app,5,24,3,3,Paramecium caudatum,,Mixture P. caudatum
Gause_1934_book_app,5,25,3,3,Paramecium caudatum,,Mixture P. caudatum
Gause_1934_book_app,5,0,3,Mean,Paramecium caudatum,2,Mixture P. caudatum
Gause_1934_book_app,5,2,3,Mean,Paramecium caudatum,6,Mixture P. caudatum
Gause_1934_book_app,5,3,3,Mean,Paramecium caudatum,13,Mixture P. caudatum
Gause_1934_book_app,5,4,3,Mean,Paramecium caudatum,27,Mixture P. caudatum
Gause_1934_book_app,5,5,3,Mean,Paramecium caudatum,43,Mixture P. caudatum
Gause_1934_book_app,5,6,3,Mean,Paramecium caudatum,63,Mixture P. caudatum
Gause_1934_book_app,5,7,3,Mean,Paramecium caudatum,103,Mixture P. caudatum
Gause_1934_book_app,5,8,3,Mean,Paramecium caudatum,119,Mixture P. caudatum
Gause_1934_book_app,5,9,3,Mean,Paramecium caudatum,105,Mixture P. caudatum
Gause_1934_book_app,5,10,3,Mean,Paramecium caudatum,141,Mixture P. caudatum
Gause_1934_book_app,5,11,3,Mean,Paramecium caudatum,137,Mixture P. caudatum
Gause_1934_book_app,5,12,3,Mean,Paramecium caudatum,133,Mixture P. caudatum
Gause_1934_book_app,5,13,3,Mean,Paramecium caudatum,108,Mixture P. caudatum
Gause_1934_book_app,5,14,3,Mean,Paramecium caudatum,125,Mixture P. caudatum
Gause_1934_book_app,5,15,3,Mean,Paramecium caudatum,151,Mixture P. caudatum
Gause_1934_book_app,5,16,3,Mean,Paramecium caudatum,155,Mixture P. caudatum
Gause_1934_book_app,5,17,3,Mean,Paramecium caudatum,127,Mixture P. caudatum
Gause_1934_book_app,5,18,3,Mean,Paramecium caudatum,147,Mixture P. caudatum
Gause_1934_book_app,5,19,3,Mean,Paramecium caudatum,146,Mixture P. caudatum
Gause_1934_book_app,5,20,3,Mean,Paramecium caudatum,150,Mixture P. caudatum
Gause_1934_book_app,5,21,3,Mean,Paramecium caudatum,180,Mixture P. caudatum
Gause_1934_book_app,5,22,3,Mean,Paramecium caudatum,200,Mixture P. caudatum
Gause_1934_book_app,5,23,3,Mean,Paramecium caudatum,225,Mixture P. caudatum
Gause_1934_book_app,5,24,3,Mean,Paramecium caudatum,198,Mixture P. caudatum
Gause_1934_book_app,5,25,3,Mean,Paramecium caudatum,170,Mixture P. caudatum
